"age";"job";"marital";"education";"default";"balance";"housing";"loan";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
"2701";64;"ret";"div";"ter";"no";89;"no";"no";3;"jul";531;3;-1;0;"unk";"no"
"2702";45;"tech";"div";"sec";"no";89;"yes";"no";13;"may";155;2;363;4;"fail";"no"
"2703";57;"hous";"marr";"sec";"no";158;"yes";"no";10;"jul";73;1;-1;0;"unk";"no"
"2704";21;"stu";"sing";"unk";"no";137;"yes";"no";12;"may";198;3;-1;0;"unk";"no"
"2705";58;"hous";"marr";"sec";"no";275;"no";"no";14;"aug";137;1;-1;0;"unk";"no"
"2706";41;"bcol";"sing";"sec";"no";75;"yes";"no";1;"jul";479;9;-1;0;"unk";"yes"
"2707";41;"mana";"marr";"unk";"no";2457;"yes";"no";9;"may";285;1;-1;0;"unk";"no"
"2708";58;"mana";"marr";"ter";"no";541;"yes";"no";8;"may";98;1;-1;0;"unk";"no"
"2709";33;"mana";"marr";"ter";"no";287;"yes";"no";15;"may";199;2;274;3;"oth";"no"
"2710";32;"mana";"marr";"ter";"no";273;"yes";"yes";18;"jul";97;3;-1;0;"unk";"no"
"2712";47;"unk";"marr";"unk";"no";677;"no";"no";7;"aug";384;1;99;4;"suc";"no"
"2713";41;"semp";"marr";"prim";"no";34;"no";"no";6;"jun";37;3;-1;0;"unk";"no"
"2714";54;"tech";"marr";"ter";"no";98;"no";"no";8;"aug";420;4;-1;0;"unk";"no"
"2715";47;"tech";"div";"ter";"no";477;"yes";"no";7;"may";973;1;366;1;"fail";"no"
"2716";32;"mana";"sing";"ter";"no";2629;"no";"no";28;"aug";77;4;-1;0;"unk";"no"
"2718";29;"tech";"sing";"ter";"no";2325;"no";"no";2;"feb";125;1;-1;0;"unk";"yes"
"2719";48;"serv";"marr";"sec";"yes";-2;"no";"no";20;"aug";142;2;-1;0;"unk";"no"
"2720";32;"tech";"sing";"sec";"no";23;"yes";"no";18;"may";442;1;266;8;"fail";"yes"
"2721";46;"mana";"div";"sec";"no";-852;"no";"yes";29;"aug";728;2;-1;0;"unk";"no"
"2722";31;"bcol";"sing";"prim";"no";-28;"no";"no";21;"may";281;3;-1;0;"unk";"no"
"2723";30;"bcol";"marr";"sec";"no";25;"no";"no";22;"aug";528;2;-1;0;"unk";"yes"
"2724";55;"tech";"sing";"ter";"no";9851;"yes";"no";20;"nov";128;5;-1;0;"unk";"no"
"2725";48;"serv";"sing";"unk";"no";595;"yes";"no";16;"jun";71;1;-1;0;"unk";"no"
"2726";32;"tech";"marr";"sec";"no";687;"no";"no";20;"aug";161;4;-1;0;"unk";"no"
"2727";31;"mana";"marr";"sec";"no";1368;"yes";"no";12;"aug";129;4;-1;0;"unk";"no"
"2728";27;"bcol";"sing";"prim";"no";-179;"yes";"no";15;"may";54;2;-1;0;"unk";"no"
"2729";60;"adm";"marr";"sec";"no";-396;"yes";"no";11;"may";443;1;350;1;"fail";"no"
"2730";48;"bcol";"sing";"ter";"no";111;"yes";"no";6;"may";136;1;-1;0;"unk";"no"
"2731";52;"semp";"marr";"sec";"no";9;"no";"yes";6;"jun";44;1;-1;0;"unk";"no"
"2732";48;"bcol";"marr";"sec";"no";1159;"yes";"yes";15;"may";1181;9;-1;0;"unk";"no"
"2733";45;"tech";"marr";"prim";"no";-322;"no";"no";9;"jun";225;2;-1;0;"unk";"no"
"2734";54;"tech";"div";"sec";"no";1114;"yes";"no";30;"jan";81;1;-1;0;"unk";"no"
"2735";52;"serv";"marr";"sec";"no";272;"no";"no";10;"jul";224;1;-1;0;"unk";"no"
"2736";47;"ent";"marr";"ter";"no";459;"yes";"no";29;"jul";189;4;-1;0;"unk";"no"
"2737";54;"unk";"marr";"sec";"no";1157;"no";"no";26;"may";98;2;-1;0;"unk";"no"
"2738";50;"bcol";"marr";"sec";"no";839;"yes";"yes";19;"nov";50;1;-1;0;"unk";"no"
"2739";39;"tech";"sing";"ter";"no";143;"no";"no";18;"aug";195;10;-1;0;"unk";"no"
"2740";46;"tech";"marr";"sec";"no";298;"no";"no";7;"aug";110;2;-1;0;"unk";"no"
"2741";26;"unem";"sing";"sec";"no";461;"no";"no";28;"jan";214;1;-1;0;"unk";"no"
"2742";37;"tech";"sing";"sec";"no";61;"yes";"no";19;"may";182;8;-1;0;"unk";"no"
"2743";47;"bcol";"marr";"sec";"no";123;"yes";"no";17;"apr";239;2;-1;0;"unk";"no"
"2744";32;"tech";"marr";"sec";"no";167;"no";"yes";12;"aug";179;6;-1;0;"unk";"no"
"2746";59;"mana";"marr";"ter";"no";1657;"yes";"no";18;"may";566;2;356;4;"fail";"no"
"2747";47;"tech";"marr";"sec";"no";1219;"no";"no";18;"aug";697;4;-1;0;"unk";"yes"
"2748";27;"tech";"marr";"sec";"no";7;"yes";"no";15;"may";98;2;-1;0;"unk";"no"
"2749";40;"bcol";"marr";"sec";"no";-839;"yes";"yes";16;"jul";1018;2;-1;0;"unk";"yes"
"2750";39;"tech";"marr";"sec";"no";994;"no";"no";5;"feb";221;1;241;1;"fail";"no"
"2751";36;"ent";"marr";"ter";"no";6;"no";"no";30;"oct";246;1;-1;0;"unk";"no"
"2753";23;"bcol";"sing";"prim";"no";8627;"yes";"no";3;"jun";281;1;-1;0;"unk";"no"
"2754";47;"mana";"marr";"ter";"no";133;"yes";"no";8;"may";65;1;-1;0;"unk";"no"
"2755";30;"bcol";"marr";"sec";"no";247;"yes";"yes";26;"may";193;5;-1;0;"unk";"no"
"2756";49;"serv";"marr";"sec";"no";1114;"no";"no";17;"nov";283;1;-1;0;"unk";"no"
"2757";57;"bcol";"marr";"prim";"no";1592;"no";"yes";20;"jun";78;4;-1;0;"unk";"no"
"2759";57;"adm";"marr";"ter";"no";46;"no";"no";7;"aug";238;2;-1;0;"unk";"no"
"2760";32;"bcol";"marr";"sec";"no";1221;"yes";"no";6;"may";182;1;90;8;"fail";"no"
"2761";61;"mana";"marr";"sec";"no";985;"no";"no";18;"aug";998;6;-1;0;"unk";"yes"
"2763";42;"mana";"marr";"ter";"no";52;"no";"no";4;"nov";158;1;-1;0;"unk";"no"
"2764";57;"serv";"marr";"ter";"no";1;"no";"no";8;"jul";320;3;-1;0;"unk";"no"
"2765";42;"bcol";"marr";"sec";"no";2157;"yes";"no";13;"may";149;1;364;2;"fail";"no"
"2766";31;"ret";"marr";"sec";"no";695;"yes";"yes";14;"may";410;5;-1;0;"unk";"no"
"2767";63;"ret";"marr";"ter";"no";133;"yes";"no";13;"feb";104;2;-1;0;"unk";"no"
"2768";47;"semp";"marr";"sec";"no";1121;"no";"no";20;"jun";454;6;-1;0;"unk";"no"
"2769";54;"serv";"marr";"sec";"no";88;"yes";"no";13;"may";190;1;-1;0;"unk";"no"
"2771";28;"mana";"sing";"ter";"no";-328;"yes";"no";2;"feb";318;2;-1;0;"unk";"no"
"2772";58;"unem";"marr";"sec";"no";61;"yes";"no";29;"jul";246;2;-1;0;"unk";"no"
"2773";48;"mana";"sing";"ter";"no";414;"no";"no";21;"jul";761;2;-1;0;"unk";"no"
"2776";37;"bcol";"marr";"sec";"no";685;"yes";"no";6;"jun";968;1;-1;0;"unk";"no"
"2777";37;"mana";"marr";"prim";"no";22856;"no";"no";2;"jul";154;1;388;1;"fail";"no"
"2778";25;"serv";"sing";"sec";"no";-352;"no";"no";15;"jul";246;1;-1;0;"unk";"no"
"2779";58;"bcol";"marr";"sec";"no";62;"yes";"no";13;"may";201;1;-1;0;"unk";"no"
"2780";52;"mana";"marr";"sec";"no";-588;"yes";"no";22;"jul";81;4;-1;0;"unk";"no"
"2781";19;"stu";"sing";"sec";"no";32;"no";"no";16;"jul";205;1;-1;0;"unk";"yes"
"2782";59;"bcol";"marr";"sec";"no";5314;"yes";"no";5;"may";200;3;-1;0;"unk";"no"
"2783";41;"tech";"marr";"sec";"no";64;"yes";"yes";8;"may";210;2;-1;0;"unk";"no"
"2784";33;"tech";"sing";"ter";"no";632;"no";"no";22;"aug";215;10;-1;0;"unk";"no"
"2785";39;"tech";"sing";"sec";"no";5731;"yes";"no";4;"may";164;2;167;4;"oth";"no"
"2786";41;"tech";"marr";"sec";"no";92;"no";"no";16;"jun";35;6;-1;0;"unk";"no"
"2787";28;"bcol";"sing";"sec";"no";637;"yes";"no";28;"may";615;1;-1;0;"unk";"no"
"2788";32;"mana";"div";"sec";"no";112;"no";"yes";11;"aug";246;3;-1;0;"unk";"no"
"2790";33;"adm";"sing";"ter";"no";621;"no";"no";8;"jul";217;1;-1;0;"unk";"no"
"2791";37;"tech";"sing";"sec";"no";435;"yes";"no";26;"may";210;1;-1;0;"unk";"no"
"2792";32;"tech";"marr";"sec";"no";782;"yes";"no";26;"may";116;4;-1;0;"unk";"no"
"2793";32;"bcol";"marr";"sec";"no";478;"yes";"no";3;"jun";200;1;-1;0;"unk";"no"
"2794";54;"serv";"marr";"unk";"no";7864;"yes";"no";15;"may";145;4;-1;0;"unk";"no"
"2795";44;"bcol";"marr";"sec";"no";191;"yes";"no";5;"jun";41;1;-1;0;"unk";"no"
"2796";36;"tech";"div";"ter";"no";1174;"yes";"no";18;"nov";192;2;-1;0;"unk";"no"
"2797";56;"adm";"marr";"sec";"no";127;"yes";"no";17;"nov";80;2;165;2;"oth";"no"
"2798";30;"mana";"sing";"ter";"no";18;"no";"no";20;"may";121;11;-1;0;"unk";"no"
"2799";36;"bcol";"marr";"sec";"no";141;"yes";"no";23;"may";106;3;-1;0;"unk";"no"
"2800";43;"mana";"marr";"ter";"no";2886;"no";"no";20;"nov";230;1;-1;0;"unk";"no"
"2801";40;"tech";"marr";"sec";"no";2715;"yes";"no";29;"may";125;2;-1;0;"unk";"no"
"2802";32;"tech";"sing";"ter";"no";11;"yes";"yes";11;"aug";67;1;-1;0;"unk";"no"
"2803";32;"bcol";"marr";"sec";"no";516;"yes";"yes";2;"jun";26;1;-1;0;"unk";"no"
"2804";37;"serv";"marr";"sec";"no";1;"no";"no";15;"may";395;2;-1;0;"unk";"no"
"2805";28;"adm";"sing";"sec";"no";775;"no";"no";29;"jan";603;2;-1;0;"unk";"no"
"2806";43;"unk";"marr";"prim";"no";634;"no";"no";7;"jul";185;2;-1;0;"unk";"no"
"2807";49;"bcol";"sing";"sec";"no";5715;"no";"no";28;"jan";287;2;-1;0;"unk";"no"
"2808";60;"adm";"marr";"unk";"no";188;"yes";"no";26;"may";149;1;-1;0;"unk";"no"
"2809";40;"ent";"marr";"sec";"no";1532;"yes";"yes";18;"nov";173;7;-1;0;"unk";"no"
"2810";57;"ret";"marr";"prim";"no";75;"no";"no";28;"aug";118;2;-1;0;"unk";"no"
"2811";29;"tech";"sing";"sec";"no";13;"no";"no";19;"may";314;1;-1;0;"unk";"no"
"2812";44;"bcol";"marr";"prim";"no";134;"yes";"no";7;"may";378;1;-1;0;"unk";"no"
"2813";41;"adm";"sing";"sec";"no";748;"no";"no";21;"nov";94;7;130;3;"oth";"no"
"2814";47;"tech";"marr";"sec";"no";199;"yes";"yes";25;"aug";108;4;-1;0;"unk";"no"
"2815";43;"tech";"marr";"ter";"no";192;"no";"no";5;"aug";203;2;-1;0;"unk";"no"
"2816";37;"tech";"sing";"sec";"no";267;"no";"no";13;"may";121;1;-1;0;"unk";"no"
"2817";59;"tech";"sing";"ter";"no";586;"yes";"no";16;"may";489;2;-1;0;"unk";"no"
"2818";30;"bcol";"sing";"sec";"no";648;"yes";"yes";8;"may";287;1;-1;0;"unk";"no"
"2819";57;"ent";"div";"sec";"yes";25;"yes";"no";11;"may";652;1;370;4;"oth";"no"
"2820";26;"adm";"sing";"sec";"no";96;"yes";"no";13;"may";612;2;348;3;"oth";"no"
"2821";50;"mana";"marr";"ter";"no";1116;"yes";"no";25;"jul";53;5;-1;0;"unk";"no"
"2822";46;"tech";"div";"sec";"no";-9;"no";"yes";17;"oct";270;1;-1;0;"unk";"yes"
"2823";38;"ent";"marr";"ter";"no";17;"yes";"no";18;"may";442;1;-1;0;"unk";"yes"
"2824";37;"tech";"sing";"sec";"no";3665;"no";"no";12;"aug";664;3;-1;0;"unk";"yes"
"2825";28;"mana";"sing";"ter";"no";238;"no";"no";14;"sep";394;2;-1;0;"unk";"no"
"2826";57;"bcol";"marr";"prim";"no";179;"no";"no";9;"jun";230;3;-1;0;"unk";"no"
"2827";39;"mana";"marr";"ter";"no";763;"yes";"no";11;"may";877;7;300;2;"oth";"yes"
"2828";49;"serv";"marr";"sec";"no";32;"no";"no";9;"feb";1971;4;-1;0;"unk";"yes"
"2829";38;"tech";"marr";"sec";"no";196;"yes";"no";21;"aug";161;2;-1;0;"unk";"no"
"2830";27;"bcol";"marr";"sec";"no";818;"yes";"no";3;"jun";188;5;-1;0;"unk";"no"
"2831";30;"adm";"marr";"sec";"no";2678;"yes";"no";18;"may";23;5;-1;0;"unk";"no"
"2832";38;"adm";"marr";"ter";"no";198;"no";"no";5;"aug";176;2;-1;0;"unk";"no"
"2833";36;"mana";"marr";"ter";"no";1582;"no";"no";3;"feb";26;2;197;1;"fail";"no"
"2834";38;"ret";"sing";"unk";"no";62;"no";"no";19;"jun";212;1;-1;0;"unk";"no"
"2835";59;"hous";"marr";"prim";"no";235;"no";"no";13;"aug";119;2;-1;0;"unk";"no"
"2836";37;"mana";"marr";"ter";"no";489;"yes";"no";7;"aug";205;5;-1;0;"unk";"no"
"2837";29;"semp";"marr";"ter";"no";3931;"yes";"no";3;"jun";73;4;-1;0;"unk";"no"
"2838";43;"bcol";"marr";"sec";"no";699;"yes";"yes";20;"nov";1258;2;122;2;"oth";"yes"
"2839";33;"tech";"marr";"sec";"no";58;"yes";"no";29;"aug";57;2;-1;0;"unk";"no"
"2840";54;"hous";"div";"sec";"no";1327;"no";"no";5;"jun";115;2;-1;0;"unk";"no"
"2841";55;"serv";"marr";"sec";"no";557;"no";"no";19;"jun";58;1;-1;0;"unk";"no"
"2842";32;"tech";"sing";"ter";"no";741;"yes";"no";11;"aug";238;1;-1;0;"unk";"no"
"2843";48;"mana";"marr";"prim";"no";323;"yes";"no";20;"nov";207;3;-1;0;"unk";"no"
"2844";33;"mana";"sing";"ter";"no";1439;"yes";"no";3;"jun";178;2;-1;0;"unk";"no"
"2845";46;"adm";"marr";"sec";"no";12;"yes";"no";14;"may";20;11;-1;0;"unk";"no"
"2846";44;"mana";"marr";"ter";"no";158;"no";"no";11;"mar";188;3;-1;0;"unk";"yes"
"2847";47;"bcol";"marr";"prim";"no";881;"yes";"no";14;"may";143;1;370;2;"fail";"no"
"2848";38;"tech";"marr";"sec";"no";6728;"no";"no";25;"nov";232;1;96;4;"suc";"yes"
"2849";80;"ret";"marr";"sec";"no";462;"no";"no";7;"dec";127;2;-1;0;"unk";"no"
"2850";40;"semp";"marr";"sec";"no";167;"yes";"yes";8;"may";380;4;295;1;"fail";"no"
"2851";43;"ent";"marr";"ter";"no";1574;"yes";"no";19;"nov";167;3;-1;0;"unk";"no"
"2852";32;"tech";"sing";"ter";"no";1625;"no";"no";22;"may";796;1;109;1;"fail";"yes"
"2853";39;"mana";"marr";"ter";"no";562;"no";"no";13;"sep";303;2;-1;0;"unk";"no"
"2854";33;"tech";"marr";"sec";"no";935;"yes";"no";17;"apr";407;2;-1;0;"unk";"no"
"2855";31;"tech";"sing";"sec";"no";35;"no";"yes";16;"jul";229;1;-1;0;"unk";"no"
"2857";42;"mana";"sing";"ter";"no";2486;"yes";"no";25;"may";265;1;-1;0;"unk";"no"
"2858";25;"serv";"sing";"sec";"no";368;"no";"no";25;"jul";168;1;-1;0;"unk";"no"
"2859";33;"mana";"sing";"sec";"no";1558;"yes";"no";17;"apr";97;1;-1;0;"unk";"no"
"2860";23;"bcol";"sing";"prim";"no";8627;"yes";"no";15;"may";169;1;346;1;"fail";"no"
"2861";31;"mana";"sing";"ter";"no";259;"no";"no";23;"sep";103;2;484;2;"oth";"no"
"2863";44;"tech";"sing";"ter";"no";9;"yes";"no";29;"jan";322;2;-1;0;"unk";"no"
"2864";31;"mana";"sing";"ter";"no";385;"yes";"no";21;"may";304;1;-1;0;"unk";"no"
"2865";55;"bcol";"marr";"prim";"no";1649;"yes";"no";12;"may";52;3;-1;0;"unk";"no"
"2866";51;"hous";"div";"sec";"no";9228;"no";"no";18;"jul";655;4;-1;0;"unk";"yes"
"2868";27;"unem";"sing";"ter";"no";1;"no";"no";3;"feb";65;2;-1;0;"unk";"no"
"2869";40;"serv";"marr";"sec";"no";771;"yes";"no";15;"may";173;4;-1;0;"unk";"no"
"2870";49;"serv";"marr";"sec";"no";28;"yes";"no";14;"jul";162;3;-1;0;"unk";"no"
"2871";59;"ret";"marr";"prim";"no";46;"no";"no";14;"aug";78;2;-1;0;"unk";"no"
"2872";32;"mana";"marr";"ter";"no";2431;"yes";"no";14;"may";646;5;-1;0;"unk";"yes"
"2873";42;"ret";"sing";"ter";"no";38;"no";"no";30;"jan";114;2;-1;0;"unk";"no"
"2874";42;"mana";"div";"ter";"no";16;"yes";"no";4;"jun";141;6;-1;0;"unk";"no"
"2875";29;"bcol";"sing";"sec";"no";555;"yes";"no";15;"may";133;4;-1;0;"unk";"no"
"2876";29;"tech";"sing";"sec";"no";778;"yes";"no";6;"jun";1994;2;-1;0;"unk";"no"
"2877";37;"bcol";"sing";"sec";"no";48;"no";"no";6;"may";140;2;-1;0;"unk";"no"
"2878";49;"adm";"marr";"prim";"no";169;"yes";"no";15;"may";82;3;-1;0;"unk";"no"
"2879";51;"serv";"div";"sec";"no";12;"yes";"no";17;"nov";150;1;-1;0;"unk";"no"
"2880";61;"hous";"marr";"prim";"no";848;"no";"no";27;"apr";605;1;187;1;"oth";"no"
"2881";43;"mana";"marr";"sec";"no";481;"yes";"no";18;"nov";164;1;110;2;"oth";"no"
"2882";42;"serv";"marr";"ter";"no";12223;"yes";"no";19;"nov";36;1;-1;0;"unk";"no"
"2883";57;"bcol";"marr";"sec";"no";-254;"yes";"yes";27;"may";290;2;-1;0;"unk";"no"
"2884";46;"semp";"marr";"ter";"no";1148;"no";"no";29;"jul";104;2;-1;0;"unk";"no"
"2885";23;"adm";"sing";"sec";"no";5;"no";"no";12;"may";413;1;-1;0;"unk";"no"
"2886";26;"serv";"sing";"sec";"no";5;"yes";"no";12;"aug";153;1;-1;0;"unk";"no"
"2887";43;"bcol";"div";"prim";"no";92;"yes";"no";15;"may";237;2;-1;0;"unk";"no"
"2888";31;"tech";"sing";"ter";"no";47;"yes";"no";25;"jul";743;13;-1;0;"unk";"yes"
"2890";56;"unem";"div";"prim";"no";19;"no";"no";15;"jul";924;4;-1;0;"unk";"no"
"2891";31;"serv";"marr";"sec";"no";44;"yes";"no";17;"jun";117;3;-1;0;"unk";"no"
"2893";28;"serv";"sing";"sec";"no";2685;"no";"yes";24;"aug";5;1;-1;0;"unk";"no"
"2894";26;"adm";"div";"sec";"yes";-3;"yes";"no";13;"may";181;5;-1;0;"unk";"no"
"2895";49;"mana";"marr";"ter";"no";77;"no";"no";17;"nov";325;2;-1;0;"unk";"no"
"2896";33;"adm";"marr";"sec";"no";22;"yes";"no";27;"may";345;1;-1;0;"unk";"no"
"2897";80;"ret";"marr";"prim";"no";1548;"no";"no";6;"aug";331;2;-1;0;"unk";"no"
"2898";40;"bcol";"marr";"sec";"no";326;"yes";"yes";7;"jul";112;1;-1;0;"unk";"no"
"2900";46;"bcol";"marr";"sec";"no";123;"no";"no";20;"aug";381;3;-1;0;"unk";"no"
"2901";32;"mana";"sing";"ter";"no";697;"no";"no";7;"aug";119;1;99;3;"fail";"no"
"2902";37;"serv";"sing";"ter";"no";223;"yes";"no";28;"may";25;1;-1;0;"unk";"no"
"2903";32;"stu";"marr";"sec";"no";1694;"yes";"no";28;"jan";929;1;-1;0;"unk";"no"
"2904";36;"mana";"marr";"ter";"no";4446;"yes";"no";14;"may";429;1;-1;0;"unk";"no"
"2905";39;"mana";"marr";"ter";"no";894;"yes";"no";20;"apr";491;1;326;1;"oth";"no"
"2906";31;"tech";"div";"sec";"no";22;"yes";"no";18;"jul";146;1;-1;0;"unk";"no"
"2908";44;"tech";"marr";"ter";"no";177;"no";"no";8;"aug";406;3;-1;0;"unk";"no"
"2909";40;"tech";"marr";"sec";"no";13658;"yes";"no";9;"dec";220;2;-1;0;"unk";"no"
"2910";39;"adm";"marr";"sec";"no";46;"no";"no";30;"jul";253;5;-1;0;"unk";"no"
"2911";55;"serv";"marr";"sec";"no";96;"no";"no";30;"jul";340;2;-1;0;"unk";"no"
"2913";39;"tech";"marr";"ter";"no";-276;"no";"yes";11;"aug";121;4;-1;0;"unk";"no"
"2914";58;"ret";"marr";"sec";"no";413;"no";"no";27;"aug";104;5;-1;0;"unk";"no"
"2915";37;"bcol";"marr";"prim";"no";655;"yes";"no";5;"feb";127;2;258;4;"fail";"no"
"2916";56;"ret";"div";"prim";"no";694;"no";"no";29;"jan";144;1;102;1;"oth";"yes"
"2917";32;"adm";"sing";"sec";"no";1218;"yes";"no";19;"nov";149;2;-1;0;"unk";"no"
"2918";41;"tech";"sing";"ter";"no";1646;"yes";"no";4;"feb";261;1;184;6;"suc";"yes"
"2919";29;"adm";"sing";"ter";"no";14;"no";"no";29;"sep";87;1;120;1;"fail";"no"
"2920";44;"mana";"marr";"ter";"no";7635;"no";"no";21;"aug";719;5;-1;0;"unk";"no"
"2921";39;"bcol";"marr";"sec";"no";9;"yes";"no";27;"may";292;7;-1;0;"unk";"no"
"2922";43;"mana";"sing";"sec";"no";129;"yes";"no";2;"jun";145;1;-1;0;"unk";"no"
"2923";26;"adm";"marr";"ter";"no";2855;"no";"no";30;"mar";52;3;-1;0;"unk";"no"
"2924";39;"adm";"marr";"sec";"no";26;"yes";"no";17;"apr";146;1;281;1;"fail";"no"
"2925";49;"bcol";"marr";"sec";"no";239;"yes";"no";6;"may";451;1;169;2;"fail";"yes"
"2926";52;"bcol";"div";"prim";"no";-97;"yes";"yes";9;"may";167;4;-1;0;"unk";"no"
"2927";33;"bcol";"marr";"ter";"no";1465;"no";"no";19;"aug";98;4;-1;0;"unk";"no"
"2928";30;"bcol";"marr";"sec";"no";125;"yes";"no";29;"may";238;2;-1;0;"unk";"no"
"2929";32;"tech";"sing";"ter";"no";93;"no";"no";27;"aug";85;7;-1;0;"unk";"no"
"2931";58;"bcol";"marr";"prim";"no";73;"no";"no";17;"jun";116;1;-1;0;"unk";"no"
"2932";46;"ret";"marr";"prim";"no";-35;"yes";"no";7;"may";304;3;-1;0;"unk";"no"
"2933";28;"mana";"sing";"ter";"no";1351;"no";"no";10;"dec";267;1;-1;0;"unk";"no"
"2934";39;"serv";"marr";"prim";"no";161;"yes";"no";23;"may";201;2;-1;0;"unk";"no"
"2935";41;"serv";"marr";"unk";"no";88;"yes";"no";11;"may";105;1;336;2;"fail";"no"
"2936";38;"serv";"marr";"sec";"no";435;"yes";"no";23;"may";193;2;-1;0;"unk";"no"
"2937";50;"unem";"div";"sec";"no";717;"yes";"no";30;"jan";113;1;-1;0;"unk";"no"
"2938";56;"serv";"marr";"sec";"no";75;"yes";"no";29;"may";151;2;-1;0;"unk";"no"
"2939";31;"tech";"marr";"sec";"no";1553;"no";"no";20;"aug";200;2;-1;0;"unk";"no"
"2940";33;"bcol";"div";"sec";"no";-131;"yes";"no";16;"may";145;1;-1;0;"unk";"no"
"2941";61;"tech";"marr";"sec";"no";1191;"no";"no";21;"may";214;4;-1;0;"unk";"yes"
"2942";36;"adm";"sing";"sec";"no";47;"no";"yes";9;"jul";36;6;-1;0;"unk";"no"
"2943";55;"tech";"marr";"ter";"no";544;"yes";"yes";18;"nov";58;2;-1;0;"unk";"no"
"2944";36;"bcol";"marr";"sec";"no";688;"yes";"no";6;"may";174;2;-1;0;"unk";"no"
"2945";45;"mana";"marr";"ter";"no";242;"no";"no";30;"apr";587;1;-1;0;"unk";"yes"
"2946";27;"stu";"sing";"ter";"no";118;"no";"no";25;"may";112;1;-1;0;"unk";"no"
"2947";45;"adm";"marr";"sec";"no";-388;"yes";"no";14;"jul";175;2;-1;0;"unk";"no"
"2948";40;"semp";"marr";"ter";"no";163;"no";"no";17;"jun";279;1;-1;0;"unk";"no"
"2949";36;"mana";"sing";"sec";"no";1511;"yes";"no";16;"nov";270;1;-1;0;"unk";"yes"
"2950";46;"bcol";"marr";"prim";"no";147;"yes";"no";6;"may";116;2;169;3;"fail";"no"
"2951";37;"ent";"marr";"ter";"no";836;"yes";"no";27;"may";129;2;-1;0;"unk";"no"
"2952";36;"tech";"marr";"sec";"no";55;"yes";"no";13;"may";38;2;369;4;"fail";"no"
"2953";37;"adm";"marr";"sec";"no";1123;"no";"yes";28;"may";138;1;-1;0;"unk";"no"
"2954";22;"stu";"sing";"ter";"no";691;"no";"no";19;"aug";338;1;-1;0;"unk";"yes"
"2956";49;"tech";"marr";"sec";"no";12531;"no";"no";13;"aug";77;8;-1;0;"unk";"no"
"2957";61;"mana";"marr";"ter";"no";552;"yes";"yes";19;"nov";314;2;124;1;"fail";"no"
"2959";31;"serv";"marr";"ter";"no";39;"yes";"yes";7;"may";294;1;-1;0;"unk";"no"
"2960";47;"serv";"sing";"sec";"no";33;"yes";"no";5;"may";298;1;-1;0;"unk";"no"
"2961";59;"bcol";"marr";"sec";"no";681;"yes";"no";14;"apr";427;2;-1;0;"unk";"no"
"2962";32;"bcol";"marr";"sec";"no";1787;"yes";"no";12;"may";87;4;357;4;"fail";"no"
"2963";71;"ret";"marr";"ter";"no";1422;"yes";"no";9;"sep";397;1;-1;0;"unk";"yes"
"2964";31;"mana";"sing";"ter";"no";12569;"no";"no";9;"sep";344;1;295;1;"fail";"yes"
"2965";41;"bcol";"marr";"prim";"no";4;"no";"no";23;"jul";74;5;-1;0;"unk";"no"
"2966";32;"bcol";"marr";"prim";"no";3587;"yes";"no";30;"may";148;4;-1;0;"unk";"no"
"2967";36;"mana";"marr";"ter";"no";254;"no";"no";6;"jun";161;3;-1;0;"unk";"no"
"2968";46;"bcol";"div";"prim";"no";1712;"no";"no";19;"jun";110;1;-1;0;"unk";"no"
"2969";46;"bcol";"marr";"sec";"no";4855;"yes";"no";10;"aug";1529;1;397;1;"fail";"no"
"2970";47;"tech";"marr";"ter";"no";248;"no";"no";12;"aug";236;1;104;1;"suc";"no"
"2971";41;"mana";"sing";"ter";"no";252;"yes";"no";8;"aug";89;2;-1;0;"unk";"no"
"2972";37;"bcol";"marr";"sec";"no";346;"yes";"no";17;"apr";390;1;316;1;"fail";"no"
"2973";56;"adm";"marr";"sec";"no";45;"no";"no";5;"may";1467;1;-1;0;"unk";"yes"
"2974";46;"adm";"marr";"sec";"no";556;"yes";"yes";15;"may";646;3;-1;0;"unk";"yes"
"2975";44;"mana";"div";"ter";"no";-71;"yes";"no";10;"jul";183;1;-1;0;"unk";"no"
"2976";48;"tech";"sing";"ter";"no";-551;"yes";"no";11;"may";168;2;-1;0;"unk";"no"
"2977";28;"bcol";"sing";"sec";"no";56;"yes";"no";23;"may";66;1;-1;0;"unk";"no"
"2978";38;"ent";"marr";"ter";"no";1514;"no";"yes";21;"nov";160;3;120;3;"fail";"no"
"2979";30;"mana";"sing";"ter";"no";178;"yes";"no";15;"may";14;2;-1;0;"unk";"no"
"2980";56;"tech";"marr";"sec";"no";359;"yes";"no";6;"jun";220;4;-1;0;"unk";"no"
"2981";55;"ret";"div";"sec";"no";158;"no";"yes";19;"jun";1007;1;-1;0;"unk";"yes"
"2982";44;"bcol";"div";"sec";"no";221;"no";"no";30;"jul";149;13;-1;0;"unk";"no"
"2983";38;"tech";"marr";"ter";"no";1161;"yes";"no";8;"may";665;1;-1;0;"unk";"no"
"2984";54;"ret";"marr";"sec";"no";1278;"yes";"no";15;"jul";174;3;-1;0;"unk";"no"
"2985";41;"adm";"sing";"ter";"no";982;"no";"no";23;"jul";105;1;-1;0;"unk";"no"
